0	0.000296
0	0.006149
0	0.001121
1	0.000053
1	0.002652
1	0.000236
2	0.000070
2	0.003239
2	0.000261
3	0.000081
3	0.005145
3	0.000353
4	0.000119
4	0.007944
4	0.000474
5	0.000141
5	0.009737
5	0.000597
6	0.000172
6	0.009629
6	0.000771
7	0.000284
7	0.010240
7	0.001129
8	0.000403
8	0.011549
8	0.001747
9	0.000685
9	0.011124
9	0.002026
10	0.000714
10	0.010071
10	0.002721
11	0.001071
11	0.009354
11	0.003319
12	0.001677
12	0.009234
12	0.004171
13	0.002564
13	0.008889
13	0.004186
14	0.003012
14	0.008032
14	0.004071
15	0.002499
15	0.007462
15	0.004677
16	0.002691
16	0.007108
16	0.005068
17	0.002688
17	0.006952
17	0.004964
18	0.002756
18	0.006757
18	0.005213
19	0.003180
19	0.007059
19	0.005724
20	0.003558
20	0.007315
20	0.006478
21	0.003192
21	0.007879
21	0.006614
22	0.003390
22	0.008574
22	0.006303
23	0.003025
23	0.008933
23	0.006332
24	0.002889
24	0.009472
24	0.006287
25	0.002886
25	0.009422
25	0.006266
26	0.002608
26	0.009750
26	0.006661
27	0.002711
27	0.010100
27	0.006548
28	0.002831
28	0.010924
28	0.006369
29	0.002754
29	0.012634
29	0.006043
30	0.002914
30	0.013507
30	0.005876
31	0.002889
31	0.013660
31	0.005690
32	0.002934
32	0.013553
32	0.005759
33	0.002933
33	0.012906
33	0.005905
34	0.003047
34	0.011941
34	0.005953
35	0.002995
35	0.011482
35	0.006062
36	0.002984
36	0.010818
36	0.005672
37	0.003216
37	0.010661
37	0.005538
38	0.003126
38	0.010843
38	0.005661
39	0.003441
39	0.010880
39	0.005127
40	0.003831
40	0.010562
40	0.004740
41	0.004236
41	0.010663
41	0.004851
42	0.004785
42	0.010281
42	0.005150
43	0.005084
43	0.009993
43	0.005336
44	0.005015
44	0.009550
44	0.005726
45	0.005024
45	0.009844
45	0.005576
46	0.004793
46	0.009679
46	0.005569
47	0.004629
47	0.010519
47	0.005399
48	0.004670
48	0.009852
48	0.005378
49	0.004886
49	0.009614
49	0.005374
50	0.005032
50	0.009534
50	0.005252
51	0.005236
51	0.009684
51	0.004973
52	0.005005
52	0.009535
52	0.004846
53	0.005451
53	0.009899
53	0.004824
54	0.005561
54	0.009949
54	0.004952
55	0.005996
55	0.009869
55	0.005083
56	0.006226
56	0.009654
56	0.005130
57	0.006265
57	0.009418
57	0.005219
58	0.006351
58	0.009158
58	0.005343
59	0.006313
59	0.009097
59	0.005495
60	0.006478
60	0.008719
60	0.005644
61	0.006444
61	0.008763
61	0.005864
62	0.006446
62	0.008817
62	0.006286
63	0.006438
63	0.008775
63	0.006611
64	0.006780
64	0.008678
64	0.006809
65	0.007018
65	0.008811
65	0.007404
66	0.007323
66	0.008832
66	0.007974
