0	0.000379
1	0.001299
2	0.000012
3	0.000247
4	0.000024
5	0.001221
6	0.000012
7	0.000511
8	0.000036
9	0.001287
10	0.000036
11	0.000848
12	0.000168
13	0.000842
14	0.000096
15	0.000667
16	0.000277
17	0.000577
18	0.000216
19	0.000415
20	0.000144
21	0.000433
22	0.000271
23	0.000325
24	0.000259
25	0.000391
26	0.000337
27	0.000463
28	0.000289
29	0.000283
30	0.000247
31	0.000222
32	0.000150
33	0.000385
34	0.000138
35	0.000325
36	0.000132
37	0.000301
38	0.000132
39	0.000307
40	0.000271
41	0.000415
42	0.000265
43	0.000427
44	0.000259
45	0.000457
46	0.000349
47	0.000553
48	0.000234
49	0.000824
50	0.000186
51	0.000794
52	0.000126
53	0.000908
54	0.000234
55	0.000595
56	0.000595
57	0.001130
58	0.001221
59	0.000818
60	0.001569
61	0.001269
62	0.001040
63	0.001587
64	0.001004
65	0.001148
66	0.001467
67	0.001395
68	0.001275
69	0.001966
70	0.001233
71	0.001876
72	0.002146
73	0.002363
74	0.002128
75	0.003265
76	0.002519
77	0.003493
78	0.003415
79	0.003878
80	0.003752
81	0.002862
82	0.004666
83	0.002856
84	0.005868
85	0.002002
86	0.006187
87	0.002231
88	0.005538
89	0.003229
90	0.006481
91	0.002567
92	0.005375
93	0.004840
94	0.005826
95	0.003331
96	0.005634
97	0.004738
98	0.007985
99	0.003559
100	0.006632
101	0.004203
102	0.009151
103	0.003163
104	0.008983
105	0.003133
106	0.008135
107	0.003962
108	0.009416
109	0.004984
110	0.005562
111	0.006049
112	0.008405
113	0.005850
114	0.006999
115	0.010281
116	0.006157
117	0.008724
118	0.010113
119	0.007203
120	0.010065
121	0.011027
122	0.008430
123	0.010558
124	0.014153
125	0.007720
126	0.015392
127	0.013486
128	0.012620
129	0.012079
130	0.018032
131	0.010943
132	0.018981
133	0.014256
134	0.021525
135	0.016324
136	0.017244
137	0.020785
138	0.015602
139	0.022643
140	0.014069
141	0.024892
142	0.019943
143	0.018104
144	0.018909
145	0.017893
146	0.016132
147	0.019078
148	0.020713
149	0.015717
150	0.013823
151	0.011424
152	0.016619
153	0.010576
154	0.012879
155	0.012945
156	0.009452
157	0.008562
158	0.014322
159	0.007606
160	0.014929
161	0.007822
162	0.014953
163	0.005399
164	0.009891
165	0.003830
166	0.006175
167	0.003776
168	0.005934
169	0.003048
170	0.004894
171	0.001882
172	0.002044
173	0.001762
174	0.002459
175	0.001473
176	0.001413
177	0.001936
178	0.000583
179	0.002970
180	0.001034
181	0.001353
182	0.000956
183	0.001221
184	0.000697
185	0.002375
186	0.000758
187	0.000740
188	0.000234
189	0.000824
190	0.000204
191	0.000541
192	0.000373
193	0.000144
194	0.000283
195	0.000126
196	0.002591
197	0.000030
198	0.000379
199	0.000000
200	0.000295
201	0.000000
202	0.000090
203	0.000000
204	0.000024
205	0.000000
206	0.000006
207	0.000000
208	0.000000
209	0.000000
210	0.000000
211	0.000000
212	0.000000
213	0.000000
214	0.000000
215	0.000000
216	0.000000
217	0.000000
218	0.000000
219	0.000000
220	0.000000
221	0.000000
222	0.000000
223	0.000000
224	0.000000
225	0.000000
226	0.000000
227	0.000000
228	0.000000
229	0.000000
230	0.000000
231	0.000000
232	0.000000
233	0.000000
234	0.000000
235	0.000000
236	0.000000
237	0.000000
238	0.000000
239	0.000000
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
