0	0.006149
1	0.002652
2	0.003239
3	0.005145
4	0.007944
5	0.009737
6	0.009629
7	0.010240
8	0.011549
9	0.011124
10	0.010071
11	0.009354
12	0.009234
13	0.008889
14	0.008032
15	0.007462
16	0.007108
17	0.006952
18	0.006757
19	0.007059
20	0.007315
21	0.007879
22	0.008574
23	0.008933
24	0.009472
25	0.009422
26	0.009750
27	0.010100
28	0.010924
29	0.012634
30	0.013507
31	0.013660
32	0.013553
33	0.012906
34	0.011941
35	0.011482
36	0.010818
37	0.010661
38	0.010843
39	0.010880
40	0.010562
41	0.010663
42	0.010281
43	0.009993
44	0.009550
45	0.009844
46	0.009679
47	0.010519
48	0.009852
49	0.009614
50	0.009534
51	0.009684
52	0.009535
53	0.009899
54	0.009949
55	0.009869
56	0.009654
57	0.009418
58	0.009158
59	0.009097
60	0.008719
61	0.008763
62	0.008817
63	0.008775
64	0.008678
65	0.008811
66	0.008832
67	0.009085
68	0.009247
69	0.009473
70	0.009521
71	0.009273
72	0.008959
73	0.008560
74	0.008674
75	0.008488
76	0.008333
77	0.008075
78	0.007580
79	0.007014
80	0.006558
81	0.006067
82	0.005473
83	0.005039
84	0.004799
85	0.004548
86	0.004394
87	0.004215
88	0.004207
89	0.004085
90	0.004024
91	0.003881
92	0.003859
93	0.003765
94	0.003744
95	0.003659
96	0.003592
97	0.003600
98	0.003535
99	0.003448
100	0.003447
101	0.003450
102	0.003363
103	0.003307
104	0.003202
105	0.003081
106	0.003056
107	0.003130
108	0.003135
109	0.003099
110	0.003151
111	0.003198
112	0.003417
113	0.003338
114	0.003318
115	0.003336
116	0.003299
117	0.003156
118	0.003000
119	0.002979
120	0.002840
121	0.002854
122	0.002726
123	0.002614
124	0.002606
125	0.002490
126	0.002533
127	0.002425
128	0.002251
129	0.002104
130	0.002091
131	0.001976
132	0.002009
133	0.001997
134	0.002033
135	0.002146
136	0.002245
137	0.002220
138	0.002200
139	0.002112
140	0.002055
141	0.001907
142	0.001889
143	0.001811
144	0.001778
145	0.001713
146	0.001709
147	0.001715
148	0.001688
149	0.001672
150	0.001655
151	0.001613
152	0.001620
153	0.001612
154	0.001650
155	0.001708
156	0.001615
157	0.001573
158	0.001468
159	0.001389
160	0.001342
161	0.001265
162	0.001236
163	0.001182
164	0.001092
165	0.001048
166	0.000983
167	0.000905
168	0.000818
169	0.000785
170	0.000774
171	0.000701
172	0.000703
173	0.000675
174	0.000666
175	0.000643
176	0.000611
177	0.000553
178	0.000488
179	0.000494
180	0.000433
181	0.000422
182	0.000383
183	0.000364
184	0.000351
185	0.000320
186	0.000325
187	0.000332
188	0.000296
189	0.000281
190	0.000248
191	0.000271
192	0.000225
193	0.000213
194	0.000181
195	0.000176
196	0.000162
197	0.000167
198	0.000161
199	0.000158
200	0.000144
201	0.000128
202	0.000132
203	0.000122
204	0.000113
205	0.000115
206	0.000106
207	0.000095
208	0.000083
209	0.000084
210	0.000082
211	0.000078
212	0.000073
213	0.000069
214	0.000071
215	0.000053
216	0.000057
217	0.000053
218	0.000048
219	0.000045
220	0.000045
221	0.000043
222	0.000039
223	0.000040
224	0.000039
225	0.000032
226	0.000030
227	0.000033
228	0.000032
229	0.000023
230	0.000020
231	0.000028
232	0.000019
233	0.000027
234	0.000018
235	0.000019
236	0.000021
237	0.000014
238	0.000019
239	0.000018
240	0.000013
241	0.000032
242	0.000052
243	0.000077
244	0.000073
245	0.000042
246	0.000031
247	0.000013
248	0.000011
249	0.000010
250	0.000005
251	0.000006
252	0.000004
253	0.000002
254	0.000002
255	0.000002
